name,release_date,developer,publisher,platforms,required_age,categories,genres
Counter-Strike,2000-11-01,Valve,Valve,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled,Action
Team Fortress Classic,1999-04-01,Valve,Valve,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled,Action
Deathmatch Classic,2001-06-01,Valve,Valve,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled,Action
Half-Life: Opposing Force,1999-11-01,Gearbox Software,Valve,windows;mac;linux,0,Single-player;Multi-player;Valve Anti-Cheat enabled,Action
Ricochet,2000-11-01,Valve,Valve,windows;mac;linux,0,Multi-player;Online Multi-Player;Valve Anti-Cheat enabled,Action
Half-Life,1998-11-08,Valve,Valve,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Steam Cloud;Valve Anti-Cheat enabled,Action
Counter-Strike: Condition Zero,2004-03-01,Valve,Valve,windows;mac;linux,0,Single-player;Multi-player;Valve Anti-Cheat enabled,Action
Half-Life: Blue Shift,2001-06-01,Gearbox Software,Valve,windows;mac;linux,0,Single-player,Action
Half-Life 2,2004-11-16,Valve,Valve,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Includes Source SDK,Action
Half-Life: Source,2004-06-01,Valve,Valve,windows;mac;linux,0,Single-player,Action
Half-Life 2: Lost Coast,2005-10-27,Valve,Valve,windows;mac;linux,0,Single-player;Commentary available,Action
Half-Life 2: Episode One,2006-06-01,Valve,Valve,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud;Stats;Includes Source SDK;Commentary available,Action
Portal,2007-10-10,Valve,Valve,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Partial Controller Support;Includes level editor;Includes Source SDK;Commentary available,Action
Half-Life 2: Episode Two,2007-10-10,Valve,Valve,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud;Stats;Includes Source SDK;Commentary available,Action
Left 4 Dead,2008-11-17,Valve,Valve,windows;mac,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes Source SDK;Commentary available,Action
Left 4 Dead 2,2009-11-19,Valve,Valve,windows;mac;linux,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes Source SDK;Commentary available,Action
Portal 2,2011-04-18,Valve,Valve,windows;mac;linux,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Stats;Includes level editor;Commentary available,Action;Adventure
Alien Swarm,2010-07-19,Valve,Valve,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Captions available;Steam Cloud;Stats;Includes level editor,Action
Killing Floor,2009-05-14,Tripwire Interactive,Tripwire Interactive,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Stats;Includes level editor,Action
SiN Episodes: Emergence,2006-05-10,Ritual Entertainment,Ritual Entertainment,windows,0,Single-player;Stats,Action
Darwinia,2005-07-14,Introversion Software,Introversion Software,windows;mac;linux,0,Single-player,Indie;Strategy
Uplink,2006-08-23,Introversion Software,Introversion Software,windows;mac;linux,0,Single-player,Indie;Strategy
DEFCON,2006-09-29,Introversion Software,Introversion Software,windows;mac;linux,0,Single-player;Multi-player,Indie;Strategy
Dangerous Waters,2006-02-07,Sonalysts,Strategy First,windows,0,Single-player;Multi-player,Strategy
Space Empires IV Deluxe,2006-02-07,Malfador Machinations,Strategy First,windows,0,Single-player;Multi-player,Strategy
Disciples II: Rise of the Elves ,2006-07-06,Strategy First,Strategy First,windows,0,Single-player;Multi-player;Co-op,Strategy
Disciples II: Gallean's Return,2006-07-06,Strategy First,Strategy First,windows,0,Single-player;Multi-player;Co-op,Strategy
Iron Warriors: T - 72 Tank Command ,2006-07-26,Strategy First,Strategy First,windows,0,Single-player;Multi-player,Strategy
Space Empires V,2006-10-16,Malfador Machinations,Strategy First,windows,0,Single-player;Multi-player,Strategy
Arx Fatalis,2007-04-03,Arkane Studios,Arkane Studios,windows,0,Single-player,RPG
Earth 2160,2006-04-01,Reality Pump Studios,Topware Interactive;ACE,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Strategy
Two Worlds Epic Edition,2009-04-30,Reality Pump Studios,Topware Interactive,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support,RPG
Dark Messiah of Might & Magic,2006-10-25,Arkane Studios,Ubisoft,windows,0,Single-player;Multi-player;Valve Anti-Cheat enabled,Action;RPG
Quake III Arena,2007-08-03,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action
Quake IV,2011-08-04,RavenSoft / id Software,Bethesda Softworks,windows,18,Single-player;Multi-player;Steam Cloud,Action
Wolfenstein 3D,2007-08-03,id Software,Bethesda-Softworks,windows,0,Single-player;Steam Cloud,Action
Ultimate Doom,2007-08-03,id Software,id Software,windows,0,Single-player;Steam Cloud,Action
Final DOOM,2007-08-03,id Software,id Software,windows,0,Single-player;Steam Cloud,Action
DOOM II,2007-08-03,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action
QUAKE,2007-08-03,id Software,id Software,windows,0,Single-player;Multi-player;Co-op;Steam Cloud,Action
QUAKE II,2007-08-03,id Software,id Software,windows,0,Single-player;Multi-player;Co-op;Steam Cloud,Action
QUAKE II Mission Pack: The Reckoning,2007-08-03,Xatrix Entertainment,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action
QUAKE II Mission Pack: Ground Zero,2007-08-03,Rogue Entertainment,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action
QUAKE III: Team Arena,2007-08-03,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action
HeXen: Beyond Heretic,2007-08-03,Raven Software,id Software,windows,0,Single-player;Steam Cloud,Action
HeXen: Deathkings of the Dark Citadel,2007-08-03,Raven Software,id Software,windows,0,Single-player;Steam Cloud,Action
Heretic: Shadow of the Serpent Riders,2007-08-03,Raven Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action
The Ship: Murder Party,2006-07-11,Outerlight Ltd.,Blazing Griffin Ltd.,windows,0,Single-player;Multi-player;Steam Trading Cards;Valve Anti-Cheat enabled,Action;Indie;RPG
Bloody Good Time,2010-10-29,Outerlight Ltd.,Ubisoft,windows,0,Single-player;Multi-player;Steam Achievements,Action
Shadowgrounds,2006-05-08,Frozenbyte,Frozenbyte,windows;mac,0,Single-player;Shared/Split Screen;Steam Trading Cards,Action
Alpha Prime,2007-11-07,Black Element,Bohemia Interactive,windows,0,Single-player,Action
Vampire: The Masquerade - Bloodlines,2007-03-22,Troika Games,Activision,windows,0,Single-player,Action
GUN™,2006-10-13,Neversoft,Activision,windows,0,Single-player,Action
Call of Duty®,2006-10-13,Infinity Ward,Activision,windows,0,Single-player;Multi-player,Action
Call of Duty® 2,2006-10-13,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),windows;mac,0,Single-player;Multi-player,Action
Call of Duty: United Offensive,2006-10-13,Gray Matter Studios,Activision,windows,0,Single-player;Multi-player,Action
Act of War: Direct Action,2008-03-12,Eugen Systems,THQ Nordic,windows,0,Single-player;Multi-player,Action
ThreadSpace: Hyperbol,2007-07-12,Iocaine Studios,Atari,windows,0,Single-player;Multi-player;Includes level editor,Action;Indie;Strategy
ARMA: Combat Operations,2008-03-12,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Includes level editor,Action
X2: The Threat,2006-07-21,Egosoft,Egosoft,windows,0,Single-player;Captions available;Steam Cloud,Strategy
X3: Reunion,2006-07-21,Egosoft,Egosoft,windows;mac;linux,0,Single-player;Captions available;Steam Cloud,Strategy
X3: Terran Conflict,2008-10-16,Egosoft,Egosoft,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Simulation;Strategy
X: Beyond the Frontier,2010-10-08,Egosoft,Egosoft,windows,0,Single-player;Steam Cloud,Simulation;Strategy
X: Tension,2010-10-08,Egosoft,Egosoft,windows,0,Single-player;Steam Cloud,Simulation;Strategy
X Rebirth,2013-11-15,Egosoft,Egosoft,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud,Action;Simulation
688(I) Hunter/Killer,2006-10-26,Sonalysts,Strategy First,windows,0,Single-player;Multi-player,Strategy
Fleet Command,2006-10-26,Sonalysts,Strategy First,windows,0,Single-player,Strategy
Sub Command,2006-10-26,Sonalysts,Strategy First,windows,0,Single-player;Multi-player;Co-op;Includes level editor,Strategy
FlatOut 2™,2006-12-21,Bugbear Entertainment,Strategy First,windows,0,Single-player,Racing
Xpand Rally,2006-08-24,Techland,Techland,windows,0,Single-player;Multi-player,Racing
Call of Juarez™,2007-11-08,Techland,Techland Publishing,windows,0,Single-player;Multi-player;Steam Trading Cards,Action
Xpand Rally Xtreme,2008-10-08,Techland,Techland,windows,0,Single-player;Multi-player,Racing
Men of War: Red Tide,2009-11-01,1C Entertainment,1C Entertainment;1C-SoftClub,windows,0,Single-player;Steam Cloud,Strategy
King's Bounty: Armored Princess,2009-11-19,Katauri Interactive,1C Entertainment,windows;mac,0,Single-player;Steam Cloud,RPG;Strategy
Genesis Rising,2007-08-06,Metamorf,THQ Nordic,windows,0,Single-player;Multi-player,Strategy
Safecracker: The Ultimate Puzzle Adventure,2007-08-29,Kheops Studio,HandyGames,windows,0,Single-player,Adventure;Casual
Painkiller Overdose,2007-10-30,Mindware Studios,THQ Nordic,windows,0,Single-player;Multi-player,Action
Bejeweled Twist,2008-11-18,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player,Strategy;Casual
Plants vs. Zombies GOTY Edition,2009-05-05,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0,Single-player;Steam Achievements,Strategy
Zuma's Revenge!,2009-09-15,"PopCap Games, Inc.","PopCap Games, Inc.",windows,0,Single-player;Steam Achievements;Stats,Action;Casual
Sniper Elite,2009-07-16,Rebellion,Rebellion,windows,0,Single-player;Steam Trading Cards,Action
Judge Dredd: Dredd vs. Death,2009-03-26,Rebellion,Rebellion,windows,0,Single-player;Multi-player;Co-op,Action
Evil Genius,2009-06-22,Elixir Studios,Rebellion,windows,0,Single-player,Strategy
Aliens versus Predator Classic 2000,2010-01-15,Rebellion,Rebellion,windows,0,Single-player;Multi-player,Action
Advent Rising,2006-09-14,GlyphX Games,Majesco Entertainment,windows,0,Single-player;Steam Trading Cards,Action
BloodRayne,2006-09-14,Terminal Reality,Majesco Entertainment,windows,0,Single-player;Steam Trading Cards,Action
BloodRayne 2,2006-09-14,Terminal Reality,Majesco Entertainment,windows,0,Single-player;Steam Trading Cards,Action
Psychonauts,2006-10-11,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action
Sid Meier's Civilization® IV,2006-10-25,Firaxis Games,2K,windows;mac,0,Single-player;Multi-player;Includes level editor,Strategy
Sid Meier's Civilization® III Complete,2006-10-25,Firaxis Games,2K,windows,0,Single-player;Multi-player;Includes level editor,Strategy
Sid Meier's Pirates!,2005-07-11,Firaxis Games,2K,windows,0,Single-player,RPG
Shattered Union,2006-10-25,PopTop,2K,windows,0,Single-player;Multi-player,Strategy
CivCity: Rome,2007-04-06,FireFly Studios;Firaxis Games,2K,windows,0,Single-player,Strategy
Civilization IV®: Warlords,2007-04-06,Firaxis Games,2K,windows;mac,0,Single-player,Strategy
Garry's Mod,2006-11-29,Facepunch Studios,Valve,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Indie;Simulation
Poker Superstars II,2006-10-05,Funkitron,Funkitron,windows,0,Single-player,Casual;Strategy;Indie
RACE - The WTCC Game,2006-11-24,SimBin,SimBin,windows,0,Single-player;Multi-player,Racing
RACE: Caterham Expansion,2007-06-22,SimBin,SimBin,windows,0,Single-player;Multi-player,Racing
RoboBlitz,2006-11-07,Naked Sky Entertainment,Naked Sky Entertainment,windows,0,Single-player;Partial Controller Support;Includes level editor,Action;Indie
Silverfall,2007-03-20,Monte Cristo,Focus Home Interactive,windows,0,Single-player,RPG
City Life 2008,2008-09-29,Monte Cristo,Focus Home Interactive,windows,0,Single-player,Simulation;Strategy
Silverfall: Earth Awakening,2008-07-18,Monte Cristo,Focus Home Interactive,windows,0,Single-player;Multi-player,RPG
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,GSC Game World,GSC Game World,windows,0,Single-player;Multi-player,Action;RPG
Full Spectrum Warrior,2007-07-17,Pandemic Studios,THQ Nordic,windows,0,Single-player;Multi-player;Co-op,Action;Strategy
Full Spectrum Warrior: Ten Hammers,2007-07-17,Pandemic Studios,THQ Nordic,windows,0,Single-player;Multi-player;Co-op,Action;Strategy
Company of Heroes - Legacy Edition,2007-07-17,Relic Entertainment,SEGA,windows,18,Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud,Violent;Action;Strategy
"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2007-08-07,Relic Entertainment,SEGA,windows,16,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Strategy
"Warhammer® 40,000: Dawn of War® - Dark Crusade",2007-08-07,Relic Entertainment,SEGA,windows,16,Single-player;Multi-player;Steam Cloud,Strategy
Total War: MEDIEVAL II – Definitive Edition,2006-11-15,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Multi-player;Steam Trading Cards,Strategy
Condemned: Criminal Origins,2012-10-29,Monolith,SEGA,windows,18,Single-player,Action
Rome: Total War™ - Collection,2007-08-28,CREATIVE ASSEMBLY,SEGA,windows,0,Single-player;Multi-player;Steam Trading Cards,Strategy
Rome: Total War™ - Alexander,2007-08-28,The Creative Assembly,SEGA,windows,0,Single-player;Multi-player,Strategy
Medieval II: Total War™ Kingdoms,2007-08-28,The Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Multi-player,Strategy
Heroes of Annihilated Empires,2006-11-22,GSC Game World,GSC Game World,windows,0,Single-player;Multi-player,Strategy
Cossacks: Back to War,2010-09-02,GSC Game World,GSC World Publishing,windows,0,Single-player;Multi-player,Strategy
Cossacks: Art of War,2011-08-26,GSC Game World,GSC World Publishing,windows,0,Single-player,Strategy
Cossacks: European Wars,2011-08-26,GSC Game World,GSC World Publishing,windows,0,Single-player,Strategy
Cossacks II: Battle for Europe,2011-08-26,GSC Game World,GSC World Publishing,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player,Strategy
Natural Selection 2,2012-10-30,Unknown Worlds Entertainment,Unknown Worlds Entertainment,windows;linux,0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Action;Indie;Strategy
STAR WARS™ Republic Commando™,2009-07-08,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows,0,Single-player;Multi-player;Local Multi-Player;Steam Cloud,Action
Indiana Jones® and the Fate of Atlantis™,2009-07-08,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows;mac,0,Single-player;Steam Cloud,Adventure
STAR WARS™ Jedi Knight - Jedi Academy™,2009-09-16,Raven Software;Aspyr (Mac),LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive,windows;mac,0,Single-player;Online Multi-Player;Local Multi-Player;Partial Controller Support;Steam Cloud,Action
STAR WARS™ Jedi Knight II - Jedi Outcast™,2009-09-16,Raven Software;Aspyr (Mac),LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive,windows;mac,0,Single-player;Online Multi-Player;Local Multi-Player;Partial Controller Support;Steam Cloud,Action
The Dig®,2009-07-08,LucasArts,LucasArts,windows;mac,0,Single-player;Steam Cloud,Adventure
"Star Wars: Battlefront 2 (Classic, 2005)",2009-07-08,Pandemic Studios,Lucasfilm;LucasArts;Disney Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Partial Controller Support;Steam Cloud,Action
Thrillville®: Off the Rails™,2009-07-08,Frontier,LucasArts,windows,0,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support;Steam Cloud,Action;Adventure;Racing;Simulation;Strategy
Armed and Dangerous®,2009-07-08,Planet Moon Studios,LucasArts;Lucasfilm;Disney Interactive,windows,0,Single-player;Steam Cloud,Action
Shank,2010-10-25,Klei Entertainment,Klei Entertainment,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie
Ghost Master®,2006-12-21,Sick Puppies,Strategy First,windows,0,Single-player,Strategy
Vegas: Make It Big™,2006-12-21,Deepred,Strategy First,windows,0,Single-player,Strategy
FlatOut,2007-02-02,Bugbear Entertainment,Strategy First,windows,0,Single-player;Multi-player,Racing
Making History: The Calm & the Storm,2007-03-13,Muzzy Lane,Strategy First,windows,0,Single-player;Multi-player,Action;Strategy
Ducati World Championship,2007-09-21,Artematica Entertainment,Strategy First,windows,0,Single-player;Multi-player,Racing
Dreamfall: The Longest Journey,2007-01-12,Funcom,Funcom,windows,0,Single-player,Adventure;RPG
The Longest Journey,2007-05-01,Funcom,Funcom,windows,0,Single-player,Action;Adventure;RPG
Bloodline Champions,2011-10-28,Stunlock Studios,Stunlock Studios,windows,0,Single-player;Multi-player;MMO,Action;Free to Play;Massively Multiplayer
Joint Task Force,2007-03-27,Most Wanted Entertainment,HD Publishing,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen,Action;Strategy
Nexus - The Jupiter Incident,2007-07-03,Mithis Games;THQ Nordic,HandyGames,windows,0,Single-player;Multi-player;Includes level editor,Indie;Simulation;Strategy
Lost Planet™: Extreme Condition,2007-06-29,"CAPCOM Co., Ltd.",Capcom,windows,0,Single-player;Multi-player;Partial Controller Support;Valve Anti-Cheat enabled,Action;Adventure
Devil May Cry® 3 Special Edition,2007-06-12,"CAPCOM Co., Ltd.",Capcom,windows,0,Single-player;Partial Controller Support,Action
Commandos: Behind Enemy Lines,2007-03-15,Pyro Studios,Kalypso Media Digital,windows,0,Single-player;Multi-player;Co-op,Action
Commandos: Beyond the Call of Duty,2007-03-15,Pyro Studios,Kalypso Media Digital,windows,0,Single-player;Multi-player;Co-op,Action
Commandos 2: Men of Courage,2007-03-15,Pyro Studios,Kalypso Media Digital,windows,0,Single-player;Multi-player;Co-op,Action
Commandos 3: Destination Berlin,2007-03-15,Pyro Studios,Kalypso Media Digital,windows,0,Single-player;Multi-player;Co-op,Action
Hitman 2: Silent Assassin,2007-03-15,Io-Interactive A/S,Io-Interactive A/S,windows,16,Single-player,Action
Hitman: Blood Money,2007-03-15,Io-Interactive A/S,Io-Interactive A/S,windows,18,Single-player,Action
Battlestations: Midway,2007-03-15,Eidos Interactive,Square Enix,windows,0,Single-player,Action
Just Cause,2007-03-15,Avalanche Studios,Square Enix,windows,16,Single-player,Action
Hitman: Codename 47,2007-03-15,IO Interactive A/S,IO Interactive A/S,windows,18,Single-player,Action
Deus Ex: Game of the Year Edition,2007-03-29,Ion Storm,Square Enix,windows,16,Single-player;Multi-player,Action
Deus Ex: Invisible War,2007-03-29,Ion Storm,Square Enix,windows,16,Single-player,Action
Thief: Deadly Shadows,2007-03-29,Ion Storm,Square Enix,windows,0,Single-player,Action
Tomb Raider: Legend,2007-03-29,Crystal Dynamics,Square Enix,windows,16,Single-player;Partial Controller Support,Action;Adventure
Project: Snowblind,2007-03-29,Crystal Dynamics,Square Enix,windows,0,Single-player;Multi-player,Action
Rogue Trooper,2007-03-29,Rebellion,Rebellion,windows,0,Single-player;Multi-player;Co-op,Action
Jade Empire™: Special Edition,2007-02-27,BioWare Corporation,BioWare Corporation;Electronic Arts,windows,0,Single-player;Partial Controller Support,RPG
Trackmania United Forever Star Edition,2008-04-16,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;Includes level editor,Racing
"Runaway, A Road Adventure",2007-03-14,Pendulo Studios,Focus Home Interactive,windows,0,Single-player,Adventure
"Runaway, The Dream of The Turtle",2007-03-14,Pendulo Studios,Focus Home Interactive,windows,0,Single-player,Adventure
Loki,2007-10-05,Cyanide Studios,Focus Home Interactive,windows,0,Single-player;Multi-player,RPG
X-Blades,2009-04-30,Gaijin Entertainment,Topware Interactive,windows;mac;linux,0,Single-player;Steam Trading Cards;Partial Controller Support,Nudity;Violent;Action;Adventure;RPG
Two Worlds II HD,2011-02-03,Reality Pump Studios,"Topware Interactive, ACE",windows;mac,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Nudity;Violent;RPG
Two Worlds II Castle Defense,2011-06-14,Reality Pump Studios,Topware Interactive,windows;mac,0,Single-player;Steam Trading Cards;Steam Cloud,Strategy
Sid Meier's Railroads!,2007-05-04,Firaxis Games;Feral Interactive (Mac),2K;Feral Interactive (Mac),windows;mac,0,Single-player;Multi-player,Strategy
Railroad Tycoon 3,2007-05-04,PopTop,2K,windows,0,Single-player;Multi-player,Strategy
Railroad Tycoon II Platinum,2007-05-04,PopTop,2K,windows,0,Single-player,Strategy
X-COM: Terror From the Deep,2007-05-04,"MicroProse Software, Inc",2K,windows,0,Single-player,Strategy
X-COM: Apocalypse,2008-09-04,"MicroProse Software, Inc",2K,windows,0,Single-player,Strategy
X-COM: Interceptor,2008-09-04,"MicroProse Software, Inc",2K,windows,0,Single-player;Multi-player,Strategy
X-COM: UFO Defense,2008-09-04,"MicroProse Software, Inc",2K,windows,0,Single-player,Strategy
X-COM: Enforcer,2008-09-04,"MicroProse Software, Inc",2K,windows,0,Single-player;Multi-player,Strategy
Men of War™,2009-05-06,Best Way,1C Entertainment;1C-SoftClub,windows,0,Single-player;Multi-player;Steam Cloud;Includes level editor,Strategy
Death Track®: Resurrection,2009-05-06,Sky Fallen,1C Entertainment,windows,0,Single-player;Steam Cloud,Racing
NecroVision,2009-05-20,The Farm 51,1C Entertainment,windows,0,Single-player;Multi-player;Steam Cloud,Action
Call of Duty® 4: Modern Warfare®,2007-11-12,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),windows;mac,0,Single-player;Multi-player,Action
Tomb Raider: Anniversary,2007-06-05,Crystal Dynamics;Feral Interactive (Mac),Square Enix;Feral Interactive (Mac),windows,16,Single-player;Partial Controller Support,Action;Adventure
Kane and Lynch: Dead Men™,2007-12-13,IO Interactive,Square Enix,windows,0,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support,Action
Conflict: Denied Ops,2008-02-08,Pivotal Games,Square Enix,windows,0,Single-player,Action
Tomb Raider: Underworld,2008-11-21,Crystal Dynamics,Square Enix,windows,16,Single-player,Action;Adventure
Battlestations Pacific,2009-05-13,Eidos Studio Hungary,Square Enix,windows,0,Single-player;Multi-player;Partial Controller Support,Action;Strategy
Just Cause 2,2010-03-23,Avalanche Studios,Square Enix,windows,18,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure
Bone: Out From Boneville,2008-06-17,Telltale Games,Telltale Games,windows,0,Single-player,Adventure
Bone: The Great Cow Race,2008-06-17,Telltale Games,Telltale Games,windows,0,Single-player,Adventure
Strong Bad's Cool Game for Attractive People: Season 1,2008-12-18,Telltale Games,Telltale Games,windows;mac,0,Single-player,Adventure
EVE Online,2010-12-15,CCP,CCP,windows;mac,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards,Action;Free to Play;Massively Multiplayer;RPG;Strategy
RACE 07,2007-10-15,SimBin,SimBin,windows,0,Single-player;Multi-player,Racing
GTR 2 FIA GT Racing Game,2012-12-12,SimBin Studios AB,SimBin,windows,0,Single-player;Multi-player,Racing;Simulation;Sports
Civilization IV: Beyond the Sword,2007-07-24,Firaxis Games,2K,windows;mac,0,Single-player,Strategy
BioShock Infinite,2013-03-25,Irrational Games;Aspyr (Mac);Virtual Programming (Linux),2K;Aspyr (Mac),windows;mac;linux,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action
Freedom Force,2009-05-29,Irrational Games,2K,windows,0,Single-player;Multi-player,RPG;Strategy
Freedom Force vs. the Third Reich,2009-05-29,Irrational Games,2K,windows,0,Single-player;Multi-player,RPG;Strategy
Sid Meier's Civilization® V,2010-09-23,Firaxis Games;Aspyr (Mac);Aspyr (Linux),2K;Aspyr (Mac);Aspyr (Linux),windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy
Spear of Destiny,2007-08-03,id Software,id Software,windows,0,Single-player;Steam Cloud,Action
Return to Castle Wolfenstein,2007-08-03,Gray Matter Studios,Bethesda-Softworks,windows,0,Single-player;Multi-player;Steam Cloud,Action
QUAKE Mission Pack 2: Dissolution of Eternity,2007-08-03,Rogue Entertainment,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action
QUAKE Mission Pack 1: Scourge of Armagon,2007-08-03,Ritual Entertainment,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action
DOOM 3,2007-08-03,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action
HeXen II,2007-08-03,Raven Software,id Software,windows,0,Single-player;Multi-player;Co-op;Steam Cloud,Action
Master Levels for Doom II,2007-08-03,id Software,id Software,windows,0,Single-player;Steam Cloud,Action
Commander Keen,2007-08-03,id Software,id Software,windows,0,Single-player;Steam Cloud,Action
RAGE,2011-10-03,id Software,Bethesda Softworks,windows,16,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support,Action
"Warhammer® 40,000: Dawn of War® – Winter Assault",2007-08-07,Relic Entertainment,SEGA,windows,16,Single-player;Multi-player,Strategy
Company of Heroes: Opposing Fronts,2007-09-24,Relic Entertainment,SEGA,windows,0,Single-player;Multi-player;Steam Cloud,Action;Strategy
Supreme Commander,2011-09-28,Gas Powered Games,Square Enix,windows,0,Single-player;Multi-player,Strategy
Supreme Commander: Forged Alliance,2011-09-28,Gas Powered Games,Square Enix,windows,0,Single-player;Multi-player,Strategy
"Warhammer® 40,000: Dawn of War® - Soulstorm",2008-03-07,Relic Entertainment,SEGA,windows,16,Single-player;Multi-player;Steam Cloud,Strategy
Frontlines™: Fuel of War™,2008-02-29,Kaos Studios,THQ Nordic,windows,0,Single-player;Co-op;Steam Cloud,Action
Saints Row 2,2009-01-07,Volition,Deep Silver,windows;linux,0,Single-player;Steam Cloud,Action
Desperados 2: Cooper's Revenge,2008-03-12,Spellbound,THQ Nordic,windows,0,Single-player,Action
Act of War: High Treason,2008-03-12,Eugen Systems,THQ Nordic,windows,0,Single-player;Multi-player,Action
Death to Spies,2008-03-12,Haggard Games,1C Entertainment,windows,0,Single-player;Steam Cloud,Action;Adventure
Codename: Panzers - Cold War,2009-05-06,InnoGlow;Stormregion;THQ Nordic,THQ Nordic,windows,0,Single-player;Multi-player;Co-op,Simulation;Strategy
