name,release_date,developer,publisher,platforms,required_age,categories,genres
Steam Bandits: Outpost,2014-01-14,Iocaine Studios,Iocaine Studios,windows;mac;linux,0,Single-player;Cross-Platform Multiplayer;Steam Achievements,Adventure;Casual;Indie;RPG;Early Access
Distant Worlds: Universe,2014-05-23,Code Force,Slitherine Ltd.,windows,0,Single-player;Steam Achievements,Simulation;Strategy
Bedlam,2015-10-13,RedBedlam,KISS ltd,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Stats,Action;Indie
Tesla Effect: A Tex Murphy Adventure,2014-05-08,Big Finish Games,SEGA,windows;mac,0,Single-player,Adventure;Indie
Lifeless Planet Premier Edition,2014-06-06,Stage 2 Studios,Serenity Forge,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie
Borderlands: The Pre-Sequel,2014-10-16,2K Australia;Gearbox Software;Aspyr (Mac);Aspyr (Linux),2K;Aspyr (Mac);Aspyr (Linux),windows;mac;linux,18,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG
Journal,2014-02-17,Locked Door Puzzle,Lupus Studios Limited,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie
Eryi's Action,2013-11-19,Xtal Sword,Xtal Sword,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie
Holy Avatar vs. Maidens of the Dead,2014-02-20,Silent Dreams,Headup,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG;Strategy
Humans Must Answer,2014-01-16,Sumom Games,Sumom Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie
Lichdom: Battlemage,2014-08-26,Xaviant,Xaviant Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG
Corporate Lifestyle Simulator,2014-03-12,DolphinBarn,DolphinBarn,windows,0,Single-player;Full controller support,Action;Casual;Indie
The Real Texas,2016-07-12,Kitty Lambda Games Inc.,Kitty Lambda Games Inc.,windows;mac,0,Single-player;Steam Achievements,Action;Adventure;Indie;RPG
The Mysterious Cities of Gold,2013-11-20,Neko Entertainment,Neko Entertainment,windows,0,Single-player;Partial Controller Support;Steam Leaderboards,Adventure;Casual;Indie
Cube & Star: An Arbitrary Love,2014-02-14,Doppler Interactive,Doppler Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Adventure;Casual;Indie
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,2014-10-15,Phoenix Online Studios;Pinkerton Road Studio,Pinkerton Road Studio,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Stats,Adventure
Darkest Dungeon®,2016-01-19,Red Hook Studios,Red Hook Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;RPG;Strategy
Iron Soul,2014-02-26,BluBee Games,Effat Effati,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Indie
Trench Run,2016-04-07,Transhuman Design,Transhuman Design,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Partial Controller Support,Action;Casual;Indie
Toy Soldiers: Complete,2016-02-17,Signal Studios;Krome Studios,Signal Studios,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Simulation;Strategy
Vanguard Princess,2014-03-03,Tomoaki Sugeno,eigoMANGA,windows;mac;linux,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Trading Cards;Captions available;Steam Workshop;Partial Controller Support,Sexual Content;Action;Casual;Indie
Zombeer,2015-01-30,Moonbite Games;PadaOne Games,New Gravity Laws,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie
Last Knight: Rogue Rider Edition,2014-10-03,Toco Games,Toco Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Stats,Action;Adventure;Casual;Indie
SUGURI,2014-07-01,Orange_Juice,Rockin' Android;Rockin Android,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Indie
Jets'n'Guns Gold,2014-02-05,Rake in Grass,Rake in Grass,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie
Dungeons 2,2015-04-24,Realmforge Studios,Kalypso Media Digital,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG;Simulation;Strategy
Tsukumogami,2012-05-31,TORaIKI,Fruitbat Factory,windows,0,Single-player,Adventure;Indie;RPG
Cloudbuilt,2014-03-20,Coilworks,Rising Star Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie
World of Guns: Gun Disassembly,2014-05-21,Noble Empire Corp.,Noble Empire Corp.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases,Free to Play;Indie;Simulation
Dead Man's Draw,2014-02-06,Stardock Entertainment,Stardock Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy
Rollers of the Realm,2014-11-18,Phantom Compass,SEGA,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG
CRIMSON ROOM® DECADE,2016-06-09,Dream Holdings;TAKAGISM Inc.,Degica;Dream Holdings,windows;mac,0,Single-player;Steam Achievements,Adventure;Indie
Gunman Clive,2014-01-03,Hörberg Productions,Hörberg Productions,windows,0,Single-player;Steam Achievements,Action;Indie
Tom vs. The Armies of Hell,2016-07-27,Darkmire Entertainment,Darkmire Entertainment,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie
Little Racers STREET,2014-02-06,Milkstone Studios,Milkstone Studios,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Racing
Freedom Fall,2014-01-10,Stirfire Studios,Stirfire Studios,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie
Our Darker Purpose,2014-01-29,Avidly Wild Games,Avidly Wild Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie;RPG
Super Turbo Demon Busters!,2017-12-08,HeroCraft,HeroCraft,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie
Crimsonland,2014-06-11,10tons Ltd,10tons Ltd,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;RPG
The Journey Down: Chapter Two,2014-08-25,SkyGoblin,SkyGoblin,windows;mac;linux,0,Single-player;Steam Trading Cards,Adventure;Indie
Recovery Search & Rescue Simulation,2014-01-09,Excalibur Publishing,Excalibur Publishing,windows,0,Single-player,Simulation
Smooth Operators,2014-06-10,Heydeck Games,Heydeck Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Simulation;Strategy
Super Chain Crusher Horizon,2014-09-01,"Mindware Co.,Ltd.","Mindware Co.,Ltd.",windows,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie
Broken Sword 5 - the Serpent's Curse,2013-12-04,Revolution Software Ltd,Revolution Software Ltd,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure
Castle In The Darkness,2015-02-05,"Matt Kap;Nicalis, Inc.","Nicalis, Inc.",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie;RPG
C-RUSH,2014-02-17,Artnumeris,Artnumeris,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie
STARWHAL,2014-09-29,Breakfall,Breakfall,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Casual;Indie;Sports
Bot Colony,2014-06-16,North Side,North Side,windows,0,Single-player;Steam Trading Cards,Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access
Pixel Boy and the Ever Expanding Dungeon,2014-05-30,Giant Box Games,Giant Box Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG
Ludwig,2014-06-06,ovos,ovos,windows,0,Single-player,Adventure;Indie;Simulation
Postmortem: One Must Die (Extended Cut),2013-12-03,Unbound Creations,Unbound Creations,windows,0,Single-player;Captions available;Stats,Adventure;Indie;RPG
Squirt's Adventure,2014-03-05,The Dept of Silly Stuff,The Dept of Silly Stuff,windows;mac,0,Single-player,Adventure;Casual;Indie
Signs of Life,2014-01-27,Sweet Dog Studios,Sweet Dog Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie;RPG;Early Access
Spintires®: The Original Game,2014-06-12,Oovee® Game Studios,Oovee® Game Studios,windows,0,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor,Adventure;Casual;Indie;Racing;Simulation
BlazBlue: Calamity Trigger,2014-02-13,Arc System Works,"H2 Interactive Co., Ltd.",windows,0,Single-player;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Cloud,Action
Saturday Morning RPG,2014-01-29,Mighty Rabbit Studios,Actigame Publishing Corp.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie;RPG
Continue?9876543210,2014-01-03,Jason Oda,Jason Oda,windows;mac;linux,0,Single-player;Partial Controller Support,Action;Adventure;Indie
3089 -- Futuristic Action RPG,2014-01-10,Phr00t's Software,Phr00t's Software,windows;mac;linux,0,Single-player;Co-op;Steam Trading Cards,Action;Indie;RPG
Driftmoon,2014-01-03,Ville Mönkkönen;Anne Mönkkönen,Instant Kingdom,windows,0,Single-player;Steam Achievements;Includes level editor,Adventure;Indie;RPG
War of the Human Tanks,2014-01-10,Yakiniku Banzai,Fruitbat Factory,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Adventure;Indie;Strategy
Probably Archery,2014-02-06,South East Games,South East Games,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie;Sports
Girls Like Robots,2014-02-14,Popcannibal,Popcannibal,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Adventure;Casual;Indie
Final Rush,2014-11-21,Strike Games,Strike Games,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie
Dragons and Titans,2014-03-12,Wyrmbyte,Versus Evil	,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Free to Play;Indie;RPG
Enola,2014-09-18,The Domaginarium,Black Shell Media,windows;mac,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie
Paper Sorcerer,2014-01-22,Ultra Runaway Games,Ultra Runaway Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG
Mitsurugi Kamui Hikae,2014-03-10,Zenith Blue,AGM PLAYISM,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie
CDF Ghostship,2015-06-26,MadAboutGamesStudios,MadAboutGamesStudios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Gore;Action;Adventure;Indie
Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,2014-01-03,Semaphore,Semaphore,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie
Muffin Knight,2014-05-01,Angry Mob Games,Angry Mob Games,windows;mac,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Partial Controller Support;Steam Leaderboards,Action;Adventure;Casual;Indie
Brawlout,2018-08-20,Angry Mob Games,Angry Mob Games,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie
FootLOL: Epic Fail League,2014-04-16,Lion's Shade,HeroCraft,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,Action;Indie;RPG;Sports
Turbo Dismount™,2014-05-21,Secret Exit Ltd.,Secret Exit Ltd.,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards;Includes level editor,Action;Indie;Simulation
Spaceforce Constellations,2013-12-12,Dreamatrix,Dreamatrix,windows,0,Single-player,Strategy
EvilQuest,2014-02-20,Chaosoft Games,Chaosoft Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie;RPG
SPACECOM,2014-09-17,Flow Combine,11 bit studios,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Strategy
Aqua Kitty - Milk Mine Defender,2014-02-03,TIKIPOD;Electric Cafe,TIKIPOD,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie
Zombie Grinder,2015-10-16,TwinDrills,TwinDrills,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Adventure;Indie;RPG;Early Access
Red Baron Pack,2016-01-07,Mad Otter Games,Mad Otter Games,windows,0,Single-player;Multi-player;Partial Controller Support,Simulation
Wyv and Keep: The Temple of the Lost Idol,2014-08-08,A Jolly Corpse,A Jolly Corpse,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Full controller support;Steam Trading Cards,Action;Adventure;Indie
Out There Somewhere,2016-03-14,MiniBoss,EQGames,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Adventure;Indie
Son of Nor,2015-04-27,stillalive studios,Viva Media,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Stats,Action;Adventure;Indie
Full Bore,2014-05-06,Whole Hog Games,Nkidu Games Inc.,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie
Vangers,2014-04-24,K-D Lab,KranX Productions,windows;mac;linux,0,Single-player,Action;Adventure;Indie;Racing
Victory: The Age of Racing,2016-02-12,Vae Victis Games,Vae Victis Games,windows,0,Single-player;Multi-player;Steam Trading Cards;Partial Controller Support;Stats,Free to Play;Indie;Racing;Simulation;Sports
WazHack,2014-02-17,Waz,Waz Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action;Indie;RPG;Strategy
One Finger Death Punch,2014-03-03,Silver Dollar Games,Silver Dollar Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie
Mr. Bree+,2014-05-01,TawStudio Entertainment,TawStudio Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Adventure;Indie
CONSORTIUM,2014-01-08,Interdimensional Games Inc,Interdimensional Games Inc,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG
Global Outbreak: Doomsday Edition,2014-08-11,ShortRound Games,ShortRound Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Violent;Action;Indie;Strategy
99 Levels To Hell,2014-02-19,Zaxis Games;B-evil,Zaxis Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie
Guns n Zombies,2014-10-30,Krealit,Krealit,windows;mac,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG
Captain Morgane and the Golden Turtle,2014-01-03,WizarBox,Reef Entertainment,windows,0,Single-player,Adventure;Casual
Major Mayhem,2014-02-24,Rocket Jump,Rocket Jump,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie
Jacob Jones and the Bigfoot Mystery : Episode 1,2014-09-15,Lucid Games Ltd,Lucid Games Ltd,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure
Children of Liberty,2014-04-18,Lantana Games,Lantana Games,windows;mac;linux,0,Single-player;Full controller support;Stats,Action;Indie;Early Access
A-Men,2014-01-24,Bloober Team SA,Bloober Team SA,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie
BlackSoul: Extended Edition,2014-02-26,XeniosVision,Droid Riot,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie
Moebius: Empire Rising,2014-04-15,Phoenix Online Studios,Phoenix Online Publishing,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie
Platformines,2014-03-28,Magiko Gaming,BANDAI NAMCO Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie
Quest for Infamy,2014-07-10,Infamous Quests,Phoenix Online Publishing,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Adventure;Indie;RPG
Lost Civilization,2014-04-15,Icarus Games,Phoenix Online Publishing,windows,0,Single-player,Adventure;Casual
Subnautica,2018-01-23,Unknown Worlds Entertainment,Unknown Worlds Entertainment,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support,Adventure;Indie
Deadly 30,2014-01-08,Ignatus Zuk and Gonzalo Villagomez,Headup,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie
FORCED SHOWDOWN,2016-03-29,BetaDwarf,BetaDwarf,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;RPG;Strategy
Meridian: New World,2014-09-26,Elder Games,Merge Games;Headup Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Indie;Strategy
Acceleration of SUGURI X-Edition HD,2014-07-01,Orange_Juice,Rockin Android;Rockin' Android,windows,0,Single-player;Multi-player;Partial Controller Support;Steam Cloud,Action;Indie
Viscera Cleanup Detail: Santa's Rampage,2013-12-13,RuneStorm,RuneStorm,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Gore;Indie;Simulation
Crazy Machines: Golden Gears,2014-03-27,FAKT Software Gmbh,Viva Media Inc,windows;mac,0,Single-player;Steam Achievements;Steam Leaderboards;Includes level editor,Casual;Strategy
Lords Of The Fallen™,2014-10-28,CI Games;Deck 13,CI Games,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;RPG
Gomo,2013-12-06,Fishcow Studio,Daedalic Entertainment,windows;mac,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie
Grimind,2014-02-13,Paweł Mogiła,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie
Even the Ocean,2016-11-16,Sean Han Tani;Marina Kittaka,Analgesic Productions,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG
Dead Rising 3 Apocalypse Edition,2014-09-05,Capcom Game Studio Vancouver,Capcom,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action
The Red Solstice,2015-07-09,Ironward,Nkidu Games Inc.,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;RPG;Strategy
Epic Battle Fantasy 4,2014-02-25,Matt Roszak,Matt Roszak,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;RPG
Fistful of Frags,2014-05-09,Fistful of Frags Team,Fistful of Frags Team,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop;Stats;Steam Leaderboards;Includes level editor;Includes Source SDK,Action;Free to Play;Indie
Imagine Me,2014-12-09,KinifiGames LLC,KinifiGames LLC,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor,Adventure;Indie
NaissanceE,2014-02-13,Limasse Five,Limasse Five,windows,0,Single-player,Adventure;Indie
Frane: Dragons' Odyssey,2019-04-04,ExeCreate Inc.,KEMCO,windows,0,Single-player;Partial Controller Support,Action;Adventure;RPG
Residue: Final Cut,2014-08-01,The Working Parts,The Working Parts,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie
The Sandbox,2015-06-29,PIXOWL INC.,PIXOWL INC.,windows,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud,Casual;Indie;Simulation;Strategy
Monochroma,2014-05-28,Nowhere Studios,Nowhere Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie
Alpha Kimori™ 1,2014-03-17,Sherman3D,Sherman3D,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Casual;Indie;RPG;Strategy
Hexcells,2014-02-19,Matthew Brown,Matthew Brown,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Indie;Strategy
Goat Simulator,2014-04-01,Coffee Stain Studios,Coffee Stain Publishing,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Casual;Indie;Simulation
Ether One,2014-03-25,White Paper Games,White Paper Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie
Worlds of Magic,2015-03-19,Wastelands Interactive,Wastelands Interactive,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards,RPG;Strategy
Rogue's Tale,2014-03-28,Epixx.org,Epixx.org,windows;linux,0,Single-player;Steam Achievements;Includes level editor,Indie;RPG
DRAKERZ-Confrontation,2014-05-19,Peoleo Entertainment,Peoleo Entertainment,windows,0,Single-player;Multi-player,Free to Play;Indie;Strategy
Into the Dark: Ultimate Trash Edition,2014-05-01,Homegrown Games,Homegrown Games,windows,18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie
Starlite: Astronaut Rescue - Developed in Collaboration with NASA,2014-01-27,Project Whitecard Studios Inc.,Project Whitecard Studios Inc.,windows;mac,0,Single-player,Adventure;RPG;Simulation
Tower of Guns,2014-03-04,Terrible Posture Games,Terrible Posture Games LLC,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie
Breach & Clear,2014-03-21,Mighty Rabbit Studios;Gun.,Good Shepherd Entertainment;Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;RPG;Simulation;Strategy
Windforge,2014-03-11,Snowed In Studios,Snowed In Studios,windows,0,Single-player;Steam Achievements,Action;Indie;RPG
Astral Terra,2015-11-10,Tethys Interactive LLC,Tethys Interactive LLC,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op,Action;Adventure;Indie;RPG;Early Access
One Way Heroics,2014-02-28,Smoking WOLF,AGM PLAYISM,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;RPG
Last Dream,2014-03-13,White Giant RPG Studios,White Giant RPG Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Indie;RPG
Procyon,2014-02-26,Deadly Red Cube,Deadly Red Cube,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie
Gridiron Solitaire,2014-01-21,Bill and Eli Productions,Bill and Eli Productions,windows,0,Single-player,Casual;Sports
Helicopter Simulator 2014: Search and Rescue,2014-02-28,VipaGames,VipaGames,windows,0,Single-player;Steam Achievements;Partial Controller Support,Simulation
Ethan: Meteor Hunter,2014-02-07,Seaven Studio,Seaven Studio,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie
Calibre 10 Racing,2014-03-26,Bongfish GmbH,Bongfish GmbH,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Racing;Early Access
Farm for your Life,2014-06-16,Hammer Labs,Hammer Labs,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Indie;Simulation;Strategy
iRacing,2015-01-12,iRacing.com Motorsport Simulations;iRacing,iRacing.com Motorsport Simulations;iRacing,windows,0,Single-player;Multi-player;MMO;VR Support;Partial Controller Support,Massively Multiplayer;Racing;Simulation;Sports
Lili: Child of Geos - Complete Edition,2014-05-09,"BitMonster, Inc.","BitMonster, Inc.",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Adventure;Indie;RPG
Hand of Fate,2015-02-17,Defiant Development,Defiant Development,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG
Age of Mythology: Extended Edition,2014-05-08,SkyBox Labs;Ensemble Studios,Microsoft Studios,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Simulation;Strategy
The Labyrinth of Time,2014-11-26,Terra Nova Development,Nightdive Studios,windows;mac;linux,0,Single-player,Adventure
Line Of Defense Tactics - Tactical Advantage,2014-03-17,3000AD,3000AD,windows,16,Single-player,Action;Indie;RPG;Strategy
Beware Planet Earth,2014-04-11,Lightmare Studio,BANDAI NAMCO Entertainement,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy
MURI,2013-12-06,Ludosity;Remar Games,Ludosity,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action
